2025-12-05 23:25:15,293 - numexpr.utils - INFO - Note: NumExpr detected 32 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
2025-12-05 23:25:15,293 - numexpr.utils - INFO - NumExpr defaulting to 8 threads.
2025-12-05 23:26:56,495 - numexpr.utils - INFO - Note: NumExpr detected 32 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
2025-12-05 23:26:56,496 - numexpr.utils - INFO - NumExpr defaulting to 8 threads.
2025-12-05 23:28:18,626 - numexpr.utils - INFO - Note: NumExpr detected 32 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
2025-12-05 23:28:18,627 - numexpr.utils - INFO - NumExpr defaulting to 8 threads.
2025-12-05 23:28:18,986 - agent - ERROR - 无法导入VideoCommentSpotter: No module named 'tools.utils'
2025-12-05 23:29:15,954 - numexpr.utils - INFO - Note: NumExpr detected 32 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
2025-12-05 23:29:15,955 - numexpr.utils - INFO - NumExpr defaulting to 8 threads.
2025-12-05 23:29:16,281 - agent - ERROR - 无法导入VideoCommentSpotter: No module named 'tools.utils'
2025-12-05 23:29:55,228 - numexpr.utils - INFO - Note: NumExpr detected 32 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
2025-12-05 23:29:55,229 - numexpr.utils - INFO - NumExpr defaulting to 8 threads.
2025-12-05 23:29:56,497 - agent - ERROR - 无法动态导入VideoCommentSpotter: No module named 'cv2'
2025-12-05 23:32:48,281 - numexpr.utils - INFO - Note: NumExpr detected 32 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
2025-12-05 23:32:48,282 - numexpr.utils - INFO - NumExpr defaulting to 8 threads.
2025-12-05 23:32:49,271 - __main__ - ERROR - 无法动态导入VideoCommentSpotter: No module named 'cv2'
2025-12-05 23:33:20,009 - __main__ - ERROR - 无法动态导入VideoCommentSpotter: No module named 'aiofiles'
2025-12-05 23:34:27,770 - __main__ - ERROR - 无法动态导入VideoCommentSpotter: No module named 'aiomysql'
2025-12-05 23:34:29,335 - __main__ - INFO - 收到来自Risk Analyzer的请求，请求ID: 1764948869
2025-12-05 23:34:29,340 - __main__ - INFO - 处理风险话题: 产品安全隐患 (优先级: medium)，请求ID: 1764948869
2025-12-05 23:34:29,341 - __main__ - INFO - 开始处理话题: 产品安全隐患
2025-12-05 23:34:29,341 - __main__ - INFO - 步骤1: 生成关键词和爬取配置
2025-12-05 23:36:28,037 - httpx - INFO - HTTP Request: POST https://api.siliconflow.cn/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-05 23:36:28,046 - __main__ - INFO - 成功生成 15 个关键词: 产品安全, 安全隐患, 质量问题, 产品缺陷, 用户投诉...
2025-12-05 23:36:28,047 - __main__ - INFO - 目标平台: wb, dy, xhs, zhihu, tieba
2025-12-05 23:36:28,047 - __main__ - INFO - 步骤2: 开始爬取内容
2025-12-05 23:36:28,047 - __main__ - WARNING - 模拟爬虫: 在wb平台上搜索关键词 ['产品安全', '安全隐患', '质量问题', '产品缺陷', '用户投诉', '产品召回', '安全风险', '产品问题', '消费者反馈', '质量隐患', '产品故障', '使用危险', '安全警告', '产品投诉', '质量不合格']，但实际爬虫未导入
2025-12-05 23:36:28,047 - __main__ - INFO - wb平台爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:36:28,047 - __main__ - WARNING - 模拟爬虫: 在dy平台上搜索关键词 ['产品安全', '安全隐患', '质量问题', '产品缺陷', '用户投诉', '产品召回', '安全风险', '产品问题', '消费者反馈', '质量隐患', '产品故障', '使用危险', '安全警告', '产品投诉', '质量不合格']，但实际爬虫未导入
2025-12-05 23:36:28,047 - __main__ - INFO - dy平台爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:36:28,047 - __main__ - WARNING - 模拟爬虫: 在xhs平台上搜索关键词 ['产品安全', '安全隐患', '质量问题', '产品缺陷', '用户投诉', '产品召回', '安全风险', '产品问题', '消费者反馈', '质量隐患', '产品故障', '使用危险', '安全警告', '产品投诉', '质量不合格']，但实际爬虫未导入
2025-12-05 23:36:28,048 - __main__ - INFO - xhs平台爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:36:28,048 - __main__ - WARNING - 模拟爬虫: 在zhihu平台上搜索关键词 ['产品安全', '安全隐患', '质量问题', '产品缺陷', '用户投诉', '产品召回', '安全风险', '产品问题', '消费者反馈', '质量隐患', '产品故障', '使用危险', '安全警告', '产品投诉', '质量不合格']，但实际爬虫未导入
2025-12-05 23:36:28,048 - __main__ - INFO - zhihu平台爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:36:28,048 - __main__ - WARNING - 模拟爬虫: 在tieba平台上搜索关键词 ['产品安全', '安全隐患', '质量问题', '产品缺陷', '用户投诉', '产品召回', '安全风险', '产品问题', '消费者反馈', '质量隐患', '产品故障', '使用危险', '安全警告', '产品投诉', '质量不合格']，但实际爬虫未导入
2025-12-05 23:36:28,048 - __main__ - INFO - tieba平台爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:36:28,048 - __main__ - INFO - 所有平台爬取完成，总耗时: 0.0 秒，总计 0 条内容，0 条评论
2025-12-05 23:36:28,048 - __main__ - WARNING - 警告: 未爬取到任何内容
2025-12-05 23:36:28,049 - __main__ - INFO - 步骤3: 分析爬取内容
2025-12-05 23:36:28,049 - __main__ - INFO - 开始分析内容，主题: 产品安全隐患，爬取平台数: 5
2025-12-05 23:36:28,049 - __main__ - INFO - 数据预处理完成，处理后的内容数: 0
2025-12-05 23:36:28,049 - __main__ - INFO - 调用LLM进行内容分析
2025-12-05 23:36:36,007 - httpx - INFO - HTTP Request: POST https://api.siliconflow.cn/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-05 23:36:36,007 - __main__ - INFO - LLM分析完成，耗时: 7.96 秒
2025-12-05 23:36:36,008 - __main__ - INFO - 内容分析完成，报告生成成功，风险等级: 高
2025-12-05 23:36:36,008 - __main__ - INFO - 内容分析完成，耗时: 7.96 秒，风险等级: 高
2025-12-05 23:36:36,008 - __main__ - INFO - 步骤4: 更新记忆
2025-12-05 23:36:36,009 - __main__ - INFO - 步骤5: 保存分析报告
2025-12-05 23:36:36,014 - __main__ - INFO - 分析报告已成功保存到: E:\mirthflow\DetectionSystem\VideosCommentsSpotter\output\vcs_report_20251205_233636.json
2025-12-05 23:36:36,015 - __main__ - INFO - 话题 '产品安全隐患' 处理完成，总耗时 126.67 秒
2025-12-05 23:36:36,015 - __main__ - INFO - 话题 '产品安全隐患' 分析成功，风险等级: 高，请求ID: 1764948869
2025-12-05 23:47:02,205 - __main__ - ERROR - 无法动态导入VideoCommentSpotter: No module named 'aiomysql'
2025-12-05 23:47:04,450 - __main__ - INFO - 收到来自Risk Analyzer的请求，请求ID: 1764949624
2025-12-05 23:47:04,452 - __main__ - INFO - 处理风险话题: 产品安全隐患 (优先级: medium)，请求ID: 1764949624
2025-12-05 23:47:04,452 - __main__ - INFO - 开始处理话题: 产品安全隐患
2025-12-05 23:47:04,452 - __main__ - INFO - 步骤1: 生成关键词和爬取配置
2025-12-05 23:47:17,820 - httpx - INFO - HTTP Request: POST https://api.siliconflow.cn/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-05 23:47:17,824 - __main__ - INFO - 成功生成 13 个关键词: 产品安全, 安全隐患, 质量问题, 产品缺陷, 危险产品...
2025-12-05 23:47:17,824 - __main__ - INFO - 目标平台: wb, dy, xhs, zhihu, tieba
2025-12-05 23:47:17,824 - __main__ - INFO - 步骤2: 开始边爬取边分析
2025-12-05 23:47:17,824 - __main__ - INFO - 处理关键词: 产品安全，计划爬取 50 个视频/帖子，每条内容 100 条评论
2025-12-05 23:47:17,824 - __main__ - WARNING - 模拟爬虫: 在wb平台上搜索关键词 产品安全，但实际爬虫未导入
2025-12-05 23:47:17,825 - __main__ - INFO - wb平台关键词 产品安全 爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:47:17,825 - __main__ - WARNING - 模拟爬虫: 在dy平台上搜索关键词 产品安全，但实际爬虫未导入
2025-12-05 23:47:17,825 - __main__ - INFO - dy平台关键词 产品安全 爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:47:17,825 - __main__ - WARNING - 模拟爬虫: 在xhs平台上搜索关键词 产品安全，但实际爬虫未导入
2025-12-05 23:47:17,825 - __main__ - INFO - xhs平台关键词 产品安全 爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:47:17,825 - __main__ - WARNING - 模拟爬虫: 在zhihu平台上搜索关键词 产品安全，但实际爬虫未导入
2025-12-05 23:47:17,825 - __main__ - INFO - zhihu平台关键词 产品安全 爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:47:17,826 - __main__ - WARNING - 模拟爬虫: 在tieba平台上搜索关键词 产品安全，但实际爬虫未导入
2025-12-05 23:47:17,826 - __main__ - INFO - tieba平台关键词 产品安全 爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:47:17,826 - __main__ - INFO - 开始分析关键词 产品安全 的爬取结果
2025-12-05 23:47:17,827 - __main__ - INFO - 开始分析内容，主题: 产品安全隐患，爬取平台数: 5
2025-12-05 23:47:17,827 - __main__ - INFO - 数据预处理完成，处理后的内容数: 0
2025-12-05 23:47:17,827 - __main__ - INFO - 调用LLM进行内容分析
2025-12-05 23:47:27,641 - httpx - INFO - HTTP Request: POST https://api.siliconflow.cn/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-05 23:47:27,641 - __main__ - INFO - LLM分析完成，耗时: 9.81 秒
2025-12-05 23:47:27,642 - __main__ - INFO - 内容分析完成，报告生成成功，风险等级: 高
2025-12-05 23:47:27,642 - __main__ - INFO - 关键词 产品安全 分析完成，风险等级: 高
2025-12-05 23:47:27,642 - __main__ - INFO - 处理关键词: 安全隐患，计划爬取 50 个视频/帖子，每条内容 100 条评论
2025-12-05 23:47:27,642 - __main__ - WARNING - 模拟爬虫: 在wb平台上搜索关键词 安全隐患，但实际爬虫未导入
2025-12-05 23:47:27,642 - __main__ - INFO - wb平台关键词 安全隐患 爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:47:27,643 - __main__ - WARNING - 模拟爬虫: 在dy平台上搜索关键词 安全隐患，但实际爬虫未导入
2025-12-05 23:47:27,643 - __main__ - INFO - dy平台关键词 安全隐患 爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:47:27,643 - __main__ - WARNING - 模拟爬虫: 在xhs平台上搜索关键词 安全隐患，但实际爬虫未导入
2025-12-05 23:47:27,643 - __main__ - INFO - xhs平台关键词 安全隐患 爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:47:27,643 - __main__ - WARNING - 模拟爬虫: 在zhihu平台上搜索关键词 安全隐患，但实际爬虫未导入
2025-12-05 23:47:27,643 - __main__ - INFO - zhihu平台关键词 安全隐患 爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:47:27,643 - __main__ - WARNING - 模拟爬虫: 在tieba平台上搜索关键词 安全隐患，但实际爬虫未导入
2025-12-05 23:47:27,643 - __main__ - INFO - tieba平台关键词 安全隐患 爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:47:27,643 - __main__ - INFO - 开始分析关键词 安全隐患 的爬取结果
2025-12-05 23:47:27,644 - __main__ - INFO - 开始分析内容，主题: 产品安全隐患，爬取平台数: 5
2025-12-05 23:47:27,644 - __main__ - INFO - 数据预处理完成，处理后的内容数: 0
2025-12-05 23:47:27,644 - __main__ - INFO - 调用LLM进行内容分析
2025-12-05 23:47:39,122 - httpx - INFO - HTTP Request: POST https://api.siliconflow.cn/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-05 23:47:39,124 - __main__ - INFO - LLM分析完成，耗时: 11.48 秒
2025-12-05 23:47:39,124 - __main__ - INFO - 内容分析完成，报告生成成功，风险等级: 高
2025-12-05 23:47:39,124 - __main__ - INFO - 关键词 安全隐患 分析完成，风险等级: 高
2025-12-05 23:47:39,124 - __main__ - INFO - 处理关键词: 质量问题，计划爬取 40 个视频/帖子，每条内容 80 条评论
2025-12-05 23:47:39,124 - __main__ - WARNING - 模拟爬虫: 在wb平台上搜索关键词 质量问题，但实际爬虫未导入
2025-12-05 23:47:39,124 - __main__ - INFO - wb平台关键词 质量问题 爬取完成，获取 0 条内容，0 条评论
2025-12-05 23:47:39,125 - __main__ - WARNING - 模拟爬虫: 在dy平台上搜索关键词 质量问题，但实际爬虫未导入
